ObjectId,DBA_Name,License_Effective_Date,NAICS_Code,NAICS_Description,Exempt,City,State,Zip_Code
10264,"RESURRECTION CHURCH, INC",6/13/2009,'10-8661,RELIGIOUS ORGANIZATIONS,Yes,LONGMONT,CO,80504
10265,"RETAIL CONSTRUCTION SERVICES, INC",2/1/2007,'09-1521,SINGLE FAMILY HOUSING CONSTRUCTION,No,LAKE ELMO,MN,55042
10266,RETAIL INFORMATION SYSTEM,7/1/2014,'05-5900,MISC RETAIL,No,Houston,TX,77082
10267,RETAIL SPACE SOLUTIONS LLC,4/1/2017,'05-5999,MISC RETAIL STORES,No,Milwaukee,WI,53209
10268,RETING TIBETAN ARTS,5/29/2018,'05-5900,MISC RETAIL,No,Denver,CO,80123
10269,RETUL,1/1/2016,'05-5941,SPORTING GOODS & BIKE SHOPS,No,Boulder,CO,80301
10270,RETUNED,10/7/2017,'10-3910,JEWELRY,No,Frederick,CO,80504
10271,REV'S RIBS ,12/4/2017,'10-8900,MISC SERVICES A,No,Boulder,CO,80301
10272,REVB,7/1/2018,'10-2790,PRINTING TRADE SVCS,No,Denver,CO,80216
10273,REVERIE FIELDS LLC,5/1/2019,'05-5992,FLORISTS,No,Boulder,CO,80301
10274,REVIBE,6/1/2011,'05-5963,HOME BASED & DIRECT SALES,No,BOULDER,CO,80301
10275,REVISION SKINCARE ,3/1/2018,'05-5900,MISC RETAIL,No,Dallas,TX,75247
10276,REVIVE COLORADO ,9/21/2018,'10-7299,MISC PERSONAL SERVICES,No,Denver,CO,80205
10277,REVO PHYSIOTHERAPY,9/1/2015,'10-8000,HEALTH SERVICES,No,Boulder,CO,80301
10278,REVOLUCCIA,7/21/2018,'10-3100,LEATHER & LEATHER PRODS,No,Salt Lake City,UT,84115
10279,ROBBINS WEINER DESIGN ,12/1/2018,'10-8900,MISC SERVICES A,No,Denver,CO,80209
10280,ROBERT CLEVELAND,7/1/2019,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80302
10281,ROBERT DANBURY - CUTCO CUTLERY ,8/1/2019,'05-5963,HOME BASED & DIRECT SALES,No,Castle Rock,CO,80104
10282,ROBERT E JEFFREY & SUSAN VOLLMAR,12/19/2017,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80305
10283,ROBERT F. SLOWINSKI,5/1/2016,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80303
10284,ROBERT G WOOD AND COMPANY INC ,6/1/2019,'10-3531,MACHINERY & EQUIPMENT,No,Englewood,CO,80110
10285,ROBERT GUGLIELMETTI,1/3/2019,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80305
10286,ROBERT J. STORY & KELLY S. STORY,3/20/2017,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80305
10287,ROBERT L. KULIKOWSKI,10/20/2016,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80302
10288,ROBERT PRESSON & DEBORAH BYRD,12/28/2016,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80302
10289,ROBERT T FEDER,11/1/2001,'05-5963,HOME BASED & DIRECT SALES,No,BOULDER,CO,80304
10290,ROBERT VELCHECK,5/8/2018,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80304
10291,ROBERT W BAIRD & CO INC,1/15/1999,'10-8900,MISC SERVICES A,No,Boulder,CO,80302
10292,ROBERT W. BAIRD & CO. INCORPORATED,1/15/2016,'10-6211,SECURITY BROKERS & DEALERS,No,Boulder,CO,80302
10293,ROBERT WEISSER JR,7/3/2018,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80301
10294,ROBERT'S ANESTHESIA REPAIR,5/1/2016,'10-742,VETERINARY SERVICES,No,Wheat Ridge,CO,80033
10295,ROBERTA GANTZ,3/20/2018,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80302
10296,ROBERTS & SONS,12/1/1986,'05-5963,HOME BASED & DIRECT SALES,No,BOULDER,CO,80301
10297,"ROBERTS DRAPERY CLEANERS & MFG, INC",11/1/2008,'10-7216,DRY CLEANING PLANTS EXC RUG,No,Englewood,CO,80110
10298,ROBERTS MARTIN C DDS,1/1/1985,'10-8021,DENTISTS,No,BOULDER,CO,80302
10299,ROBIN KEYS DESIGN,3/7/2014,'10-7399,MISC BUSINESS SVCS,No,Boulder,CO,80304
10300,ROBIN LAUREL STUDIO,10/30/2012,'05-5900,MISC RETAIL,No,Boulder,CO,80302
10301,RAM GLASS SERVICE,1/1/2016,'10-3231,GLASS PRODUCTS,No,Fort Collins,CO,80527
10302,RAMBLE ON PEARL,8/1/2014,'03-5651,FAMILY CLOTHING,Yes,Boulder,CO,80302
10303,RAMBLIN' GIRL,10/3/2015,'10-3910,JEWELRY,No,Boulder,CO,80303
10304,RAMENSOUP,6/17/2018,'05-5900,MISC RETAIL,No,Longmont,CO,80501
10305,RAMEY ENVIRONMENTAL COMPLIANCE INC,12/3/2018,'10-3531,MACHINERY & EQUIPMENT,No,Frederick,CO,80504
10306,RAMON JOSE,2/14/2018,'01-5461,BAKERIES-RETAIL,No,Boulder,CO,80304
10307,RAMPART SUPPLY,1/1/2006,'10-5074,PLUMBING & HEATING-WHLSL,No,COLORADO SPRINGS,CO,80909
10308,RAMSAY SIGNS INC,10/1/2017,'10-3999,MANUFACTURING ALL OTHER,No,Portland,OR,97206
10309,RANCH HOUSE,1/1/1997,'10-7389,BUSINESS SERVICES ALL OTHER,No,Boulder,CO,80302
10310,"RAND WORLDWIDE SUBSIDIARY, INC",8/1/2005,'12-7371,COMPUTER PROGRAMMING,No,OWINGS MILLS,MD,21117
10311,RANDAL ROBERTS ART,3/1/2015,'05-5900,MISC RETAIL,No,Boulder,CO,80302
10312,RANDAL SPANGLER ,5/29/2018,'05-5900,MISC RETAIL,No,Kansas City,MO,64145
10313,RANDALL MAY FINE ART,11/1/2018,'05-5900,MISC RETAIL,No,Scottsbluff,NE,69361
10314,RANDI COFFMAN ESTHETICS,1/1/2014,'10-7231,BEAUTY SHOPS A,No,BOULDER,CO,80302
10315,RANDY THOMAE PHOTOGRAPHY LLC,10/31/2018,'10-7221,PHOTOGRAPHIC STUDIO-PORTRAIT,No,Boulder,CO,80303
10316,RANDY W & CHRISTINA M KING,3/1/2016,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80305
10317,RANDYS NEW IMAGES,11/1/1998,'10-7231,BEAUTY SHOPS A,No,BOULDER,CO,80302
10318,RANGE STREET LLC,12/1/2019,'14-8105,Rec Marijuana Grow Facilities,No,Boulder,CO,80301
10319,"RANGEL LANDSCAPE SERVICES, INC",4/1/2009,'10-781,LANDSCAPE SERVICES,No,FORT LUPTON,CO,80621
10320,"RANYA, MANAL & SAIB JARRAR",9/8/2017,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80304
10321,RAPALA USA,4/23/2019,'05-5941,SPORTING GOODS & BIKE SHOPS,No,Minnetonka,MN,55343
10322,RAPHA,1/1/2017,'05-5999,MISC RETAIL STORES,No,Boulder,CO,80302
10323,RAPHA HEALTH LLC,9/1/2014,'05-5900,MISC RETAIL,No,Boulder,CO,80301
10324,RAPID ACTION CLEANING SERVICES LLC,10/5/2015,'10-7299,MISC PERSONAL SERVICES,No,Boulder,CO,80305
10325,RAPID DISPLAYS INC,1/1/2019,'11-5734,COMPUTER AND SOFTWARE STORES,No,Chicago,IL,60632
10326,RAPID7 LLC,6/1/2014,'12-7374,DATA PROC SVCS,No,Boston,MA,2110
10327,"RAPPLEYE & ASSOCIATES, P.C.",10/1/2008,'10-16302,ACCOUNTING,No,BOULDER,CO,80304
10328,"RAPPS REPAIR, INC",9/1/1999,'10-7500,"AUTO REPAIR, SERVICES,GARAGES",No,BOULDER,CO,80301
10329,RAPS BY JILL ,11/9/2019,'10-3910,JEWELRY,No,Niwot,CO,80503
10330,RAQUEL PAIZ JEWELRY ,5/18/2019,'10-3910,JEWELRY,No,Arvada,CO,80005
10331,RASA KOFFEE LLC,12/4/2015,'02-5813,DRINKING PLACES,No,Boulder,CO,80302
10332,RASCO JANITORIAL SUPPLIES,11/1/2004,'08-5251,HARDWARE STORES,No,Aurora,CO,80010
10333,RASMUSSEN MECHANICAL SERVICES ,11/8/2019,'09-1600,HEAVY CONSTR CONTRACTORS,No,Council Bluffs,IA,51501
10334,RAT'S WOODSHACK BBQ,3/1/2017,'02-5800,EATING & DRINKING PLACES,No,Longmont,CO,80504
10335,RATIO BEERWORKS ,7/3/2019,'02-5813,DRINKING PLACES,No,Denver,CO,80205
10336,"RATIONAL COOKING SYSTEMS, INC.",6/1/2016,'05-5999,MISC RETAIL STORES,No,Rolling Meadows,IL,60008
10337,RAUCOUS JEWELRY ,10/26/2019,'10-3910,JEWELRY,No,Minneapolis,MN,55406
10338,"RAVE INTERIORS, LLC",7/1/2010,'10-7389,BUSINESS SERVICES ALL OTHER,No,BOULDER,CO,80305
10339,RAVEN'S WING DESIGNS,11/10/2018,'03-5600,APPAREL & ACCESSORY STORES,No,Lafayette,CO,80026
10340,RAVENNA HOMES LLC,12/11/2018,'05-5900,MISC RETAIL,No,Boulder,CO,80304
10341,RAW DOG FOOD AND COMPANY ,10/7/2017,'05-5900,MISC RETAIL,No,Evergreen,CO,80439
10342,RAWHIDE STUDIO ,12/9/2018,'10-3910,JEWELRY,No,Cheyenne,WY,82001
10343,"RAWLINGS SPORTING GOODS CO, INC",10/1/2013,'05-5941,SPORTING GOODS & BIKE SHOPS,No,St Louis,MO,63141
10344,RAWLS-RILEY CREATIONS LLC,5/26/2018,'03-5600,APPAREL & ACCESSORY STORES,No,Olathe,KS,66062
10345,RAYBACK COLLECTIVE,11/14/2014,'02-5800,EATING & DRINKING PLACES,No,Boulder,CO,80304
10346,"RAYMOND ACCOUNTS MANAGEMENT, INC",10/1/2015,'05-5999,MISC RETAIL STORES,No,Greene,NY,13778-1244
10347,RAYMOND C. ROPER DDS,1/3/1989,'10-8021,DENTISTS,No,Boulder,CO,80305
10348,"RAYMOND JAMES & ASSOCIATES, INC",4/14/2013,'10-6211,SECURITY BROKERS & DEALERS,No,Boulder,CO,80302
10349,RAYMOND LEASING CORPORATION,3/10/2001,'10-6159,BUSINESS CREDIT,No,GREENE,NY,13778
10350,RAYNOR DOOR AUTHORITY OF DENVER LLC,7/1/2017,'05-5999,MISC RETAIL STORES,No,Denver,CO,80239
10351,RED CABIN CREATIONS ,10/5/2018,'05-5900,MISC RETAIL,No,Conifer,CO,80433
10352,RED CANOE PROMOTIONS INC,12/1/2018,'05-5900,MISC RETAIL,No,Aurora,CO,80015
10353,"RED DIAMOND ROOFING, INC",5/17/2013,'09-1761,ROOFING SIDING SHEET METAL,No,Denver,CO,80221
10354,"RED DIRECTION, LLC",1/1/2016,'10-16270,BUSINESS CONSULTING,No,Boulder,CO,80304
10355,RED FLOWER RANCH ,11/24/2018,'05-5900,MISC RETAIL,No,Platteville,CO,80651
10356,RED FOX CELLARS ,12/1/2018,'10-5182,WINE & DISTILLED BEVERAGES-WHLSL,No,Palisade,CO,81526
10357,RED GNOME PROJECT,8/27/2013,'05-5963,HOME BASED & DIRECT SALES,No,Boulder,CO,80304
10358,RED LETTER USED BOOKS,1/1/2014,'05-5999,MISC RETAIL STORES,No,BOULDER,CO,80302
10359,RED LIGHT RESOURCES INTERNATIONAL ,5/25/2019,'10-8200,EDUCATIONAL SVCS,Yes,Superior,CO,80027
10360,RED MOON FINE ARTS,10/12/2018,'05-5900,MISC RETAIL,No,Erie,CO,80516
10361,RED NOVA LLC,10/7/2017,'05-5900,MISC RETAIL,No,Branson,MO,65616
10362,RED OAK LIVING TRUST,1/19/2016,'10-7021,ROOMING & BOARDING PLACES,No,BOULDER,CO,80302
10363,RED PEPPER KITCHEN & BATH,6/1/2003,'10-7389,BUSINESS SERVICES ALL OTHER,No,Boulder,CO,80302
10364,RED RENEGADE PRESS ,6/1/2019,'10-2731,BOOKS PUBLISHING,No,Fort Collins,CO,80521
10365,RED RIVER TECHNOLOGY LLC,5/1/2009,'12-7371,COMPUTER PROGRAMMING,No,Claremont,NH,3743
10366,RED ROCK COFFEE HOUSE,12/26/2009,'02-5812,EATING PLACES,No,BOULDER,CO,80301
10367,RED ROCKS ART ,11/23/2019,'05-5900,MISC RETAIL,No,Georgetown,CO,80444
10368,RED ROCKS TECHNOLOGY PARTNERS LLC,1/1/2019,'10-7392,CONSULTING SERVICES,No,Evergreen,CO,80439
10369,RED ROSE LOTIONS & POTIONS ,7/1/2011,'05-5900,MISC RETAIL,No,Boulder,CO,80304
10370,RED STAR BOULDER 1 LLC,6/25/2017,'05-5999,MISC RETAIL STORES,No,Boulder,CO,80303
10371,RED STAR PLUMBING,11/1/2008,'10-5074,PLUMBING & HEATING-WHLSL,No,Longmont,CO,80501
10372,RED TAIL PARAGLIDING ,10/15/2019,'10-7999,AMUSEMENT & RECREATION,No,Boulder,CO,80304
10373,RED TAIL WELLNESS,10/27/2008,'10-8011,PHYSICIANS,No,Boulder,CO,80301
10374,"RED WAGON ORGANIC FARM, LLC",1/5/2009,'01-5431,FRUIT STORES & VEG MARKETS,No,Longmont,CO,80503
10375,RED WING SHOE STORE,12/1/2003,'03-5661,SHOE STORES,No,BOULDER,CO,80302
10376,RED'S CANDLES ,9/29/2019,'05-5900,MISC RETAIL,No,Frederick,CO,80504
10377,"RED-D-ARC, INC",6/1/2007,'10-7692,WELDING REPAIR,No,DENVER,CO,80239
10378,REDBOX AUTOMATED RETAIL LLC,8/1/2012,'10-7841,VIDEO TAPE RENTAL,No,Boulder,CO,80302
10379,REDBOX AUTOMATED RETAIL LLC,8/17/2012,'10-7841,VIDEO TAPE RENTAL,No,Boulder,CO,80304
10380,REDBOX AUTOMATED RETAIL LLC,8/27/2010,'10-7841,VIDEO TAPE RENTAL,No,BOULDER,CO,80304
10381,"REDBOX AUTOMATED RETAIL, LLC",1/1/2012,'10-7841,VIDEO TAPE RENTAL,No,BOULDER,CO,80302
10382,"REDBOX AUTOMATED RETAIL, LLC",8/17/2012,'10-7841,VIDEO TAPE RENTAL,No,Boulder,CO,80303
10383,"REDBOX AUTOMATED RETAIL, LLC",9/21/2009,'10-7841,VIDEO TAPE RENTAL,No,BOULDER,CO,80301-1014
10384,"REDBOX AUTOMATED RETAIL, LLC",6/19/2009,'10-7841,VIDEO TAPE RENTAL,No,BOULDER,CO,80301-1213
10385,"REDBOX AUTOMATED RETAIL, LLC",1/18/2010,'10-7841,VIDEO TAPE RENTAL,No,BOULDER,CO,80301
10386,"REDBOX AUTOMATED RETAIL, LLC",10/2/2009,'10-7841,VIDEO TAPE RENTAL,No,BOULDER,CO,80305-5800
10387,"REDBOX AUTOMATED RETAIL, LLC",5/1/2005,'10-7841,VIDEO TAPE RENTAL,No,BOULDER,CO,80303
10388,"REDBOX AUTOMATED RETAIL, LLC",10/2/2009,'10-7841,VIDEO TAPE RENTAL,No,BOULDER,CO,80301-3303
10389,REDCAMPER ,12/14/2019,'01-5400,FOOD STORES,No,Denver,CO,80223
10390,REDCUP BEVERAGE SERVICE,4/14/2017,'10-3950,OFFICE SUPPLIES,No,Aurora,CO,80013
10391,REDDY ICE LLC,1/1/2014,'05-5900,MISC RETAIL,No,Dallas,TX,752040
10392,REDEMPTION ROAD COFFEE,10/7/2018,'10-3999,MANUFACTURING ALL OTHER,No,Mead,CO,80542
10393,"REDI-CARPET SALES, REDI CARPET",10/1/1993,'04-5713,FLOOR COVERING STORES,No,AURORA,CO,80011
10394,"REDLINE PIPELINE, LLC",4/4/2000,'09-1799,SPECIAL TRADE CONTRACTORS B,No,MONUMENT,CO,80132
10395,REDSTONE MEADERY,1/18/2001,'10-2099,FOOD PREPARATIONS MFG,No,BOULDER,CO,80301
10396,REDWING SHOES OF COLORADO ,8/26/2019,'03-5661,SHOE STORES,No,Boulder,CO,80302
10397,REED ELSEVIER INC,1/1/1995,'05-5999,MISC RETAIL STORES,No,NEWTON,MA,02458-1637
10398,REED RESTAURANT REPAIR ,4/1/2019,'10-3531,MACHINERY & EQUIPMENT,No,Westminster,CO,80020
10399,REEF ENCOUNTERS,6/1/2004,'05-5999,MISC RETAIL STORES,No,Thornton,CO,80241
10400,REEL COLORADO LLC,2/12/2019,'10-2741,PUBLISHING MISC,No,Boulder,CO,80305
10401,RYAN SMITH & SHANNA STAPLETON,4/8/2019,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80302
10402,RYDER TRUCK RENTAL INC,5/22/1975,'10-7512,AUTOMOTIVE,No,MIAMI,FL,33102
10403,RYE SOCIETY DELICATESSEN ,6/2/2019,'02-5812,EATING PLACES,No,Denver,CO,80205
10404,RYENS REPAIR AND SUPPLY LLC,12/1/2018,'10-3531,MACHINERY & EQUIPMENT,No,Berthoud,CO,80513
10405,RYM RECYCLING ,8/27/2019,'10-16370,TRASH TAX,No,Fort Collins,CO,80525
10406,RYM RECYCLING ,11/1/2019,'10-8900,MISC SERVICES A,Yes,Fort Collins,CO,80525
10407,"RadiaSoft, LLC",8/12/2015,'12-7372,COMPUTER SOFTWARE,No,Boulder,CO,80304
10408,Rafflecopter,4/27/2011,'12-7379,COMPUTER RELATED SVCS,No,Boulder,CO,80302
10409,Ragstock,7/1/2015,'05-5300,GENERAL MERCHANDISE STORES,No,Boulder,CO,80302
10410,"SANITAS BREWING COMPANY, LLC",8/15/2013,'10-2082,MALT BEVERAGES MFG,No,Boulder,CO,80301
10411,Rapid Sheet Metal LLC,1/1/2015,'05-5399,MISC GEN MDSE STORES,No,Nashua,NH,3063
10412,SAL SALINERO DESIGNS,5/10/1985,'10-8999,MISC SERVICES B,No,BOULDER,CO,80304
10413,Real China,1/25/2005,'06-4724,TRAVEL AGENCIES,No,Boulder,CO,80303
10414,SANITAS DESIGNS,1/1/2014,'10-3910,JEWELRY,No,Boulder,CO,80304
10415,"ROLLO, LISA A",3/1/1993,'10-7231,BEAUTY SHOPS A,No,BOULDER,CO,80302
10416,RealCom Solutions,1/1/2012,'10-3699,ELECTRICAL MACHINERY ALL OTR-MFG,No,Fargo,ND,58104
10417,SALAD GROUND KITCHEN SHARE #2,10/26/2015,'10-8999,MISC SERVICES B,No,Boulder,CO,80301
10418,"SANITY SOLUTIONS, INC",1/1/2011,'12-7371,COMPUTER PROGRAMMING,No,Denver,CO,80222
10419,ROMANIAN AMER FREEDOM ALLIANCE,6/1/1994,'05-5963,HOME BASED & DIRECT SALES,No,DENVER,CO,80231
10420,Recofit,1/1/2012,'05-5963,HOME BASED & DIRECT SALES,No,Boulder,CO,80304
10421,SALAD GROUND RESTAURANT ,6/1/2019,'02-5812,EATING PLACES,No,Boulder,CO,80303
10422,SANJIBAN NEPALI WOMEN ORG,6/30/2017,'05-5999,MISC RETAIL STORES,No,Thornton,CO,80241
10423,ROMANTIC JEWELRY & JAN BUSHART FINE ART ,1/1/2019,'05-5900,MISC RETAIL,No,Kihei,HI,96753
10424,S2 SIGNS LLC,10/21/2019,'10-2750,COMMERCIAL PRINTING A,No,Wheat Ridge,CO,80033
10425,"Recurly, Inc",8/1/2015,'12-7372,COMPUTER SOFTWARE,No,Boulder,CO,80302
10426,SALAS FASHION,6/1/2012,'03-5632,ACCESSORIES-NOT VALID SIC/STILL IN USE,No,BOULDER,CO,80301
10427,SANKALPA,1/1/2016,'05-5944,JEWELRY STORES,No,Boulder,CO,80304
10428,SAVILLE ART,1/1/2019,'05-5900,MISC RETAIL,No,Boulder,CO,80304
10429,ROMAX TECHNOLOGY INC,7/12/2010,'10-16205,ARCHITECTS/ENGINEERS,No,BOULDER,CO,80301
10430,RONALD CHEE ,7/21/2018,'05-5900,MISC RETAIL,No,Costa Mesa,CA,92626
10431,RONIA GRILLOS,5/29/2018,'03-5600,APPAREL & ACCESSORY STORES,No,Durango,CO,81301
10432,"ROOF MASTERS OF COLORADO, LLC",1/1/2011,'10-7389,BUSINESS SERVICES ALL OTHER,No,Boulder,CO,80302
10433,ROOM & BOARD,5/1/2001,'04-5712,FURNITURE STORES,No,DENVER,CO,80206
10434,"ROOT GROUP INC, THE",4/1/1992,'10-9721,INTERNATIONAL AFFAIRS,No,BOULDER,CO,80301
10435,ROOT ORGANIC,1/20/2010,'15-8105,Med Marijuana Grow Facilities,No,BOULDER,CO,80301
10436,ROOT ORGANIC HEALING MMC,2/5/2010,'15-8109,Med Marijuana Retail Business,No,BOULDER,CO,80303
10437,ROOT YOGA AND FITNESS,5/1/2017,'10-8999,MISC SERVICES B,No,Boulder,CO,80305
10438,ROOTFOOT INC ,9/5/2019,'05-5900,MISC RETAIL,No,Longmont,CO,80503
10439,ROOTS & BRANCHES INTEGRATIVE HEALTH,5/1/2005,'10-8049,"OFFICES OF HEALTH PRACT, NEC",No,BOULDER,CO,80301
10440,ROOTS A HAIR STUDIO,7/1/2013,'10-7231,BEAUTY SHOPS A,No,Boulder,CO,80304
10441,ROOTS ETC,1/9/2020,'05-5900,MISC RETAIL,No,Broomfield,CO,80020
10442,ROOTS TREECARE AND NURSERY,2/1/2016,'10-783,TREE SERVICE,No,Fort Collins,CO,80524
10443,ROSE & ROYCE ,11/10/2018,'05-5900,MISC RETAIL,No,Denver,CO,80231
10444,ROSE HILL WINE & SPIRITS,3/19/2007,'05-5921,LIQUOR STORES,No,BOULDER,CO,80302
10445,ROSEANN WELDON REV TRUST,11/4/2019,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80302
10446,ROSEMARY HEGARTY,7/1/1994,'05-5963,HOME BASED & DIRECT SALES,No,BOULDER,CO,80305
10447,ROSENBERG'S BAGELS AND DELICATESSEN,6/2/2019,'02-5812,EATING PLACES,No,Denver,CO,80205
10448,ROSENBERGER SITE SOLUTIONS LLC,8/1/2014,'05-5900,MISC RETAIL,No,Lake Charles,LA,70607
10449,ROSETTA HALL,10/1/2019,'02-5800,EATING & DRINKING PLACES,No,Boulder,CO,80302
10450,"ROSETTA STONE, LTD",4/1/2006,'12-7371,COMPUTER PROGRAMMING,No,BOULDER,CO,80302
10451,ROTH LEGAL SOLUTIONS LLC,5/1/2015,'10-9222,LEGAL COUNSEL & PROSECUTION,No,Boulder,CO,80302
10452,ROTHY'S INC ,8/1/2019,'03-5661,SHOE STORES,No,San Francisco,CA,94133
10453,ROTO ROOTER SERVICES CO,9/29/2009,'10-7699,MISC REPAIR SHOPS,No,Longmont,CO,80502
10454,ROUNDTOWER TECHNOLOGIES LLC,5/1/2018,'12-7374,DATA PROC SVCS,No,Cincinnati,OH,45236
10455,ROWDY MERMAID KOMBUCHA,2/28/2013,'10-2080,BEVERAGES MFG,No,Boulder,CO,80301
10456,ROWDY MERMAID KOMBUCHA,9/30/2015,'02-5812,EATING PLACES,No,Boulder,CO,80301
10457,ROWDY MERMAID KOMBUCHA,11/1/2013,'10-2099,FOOD PREPARATIONS MFG,No,Boulder,CO,80301
10458,ROWDY MERMAID KOMBUCHA,9/1/2017,'02-5813,DRINKING PLACES,No,Boulder,CO,80301
10459,ROXANNE & CRAIG PERKINS,10/31/2018,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80304
10460,ROXANNE ROYCE,10/17/2019,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80303
10461,ROXIE'S TACOS,1/5/2017,'02-5800,EATING & DRINKING PLACES,No,Boulder,CO,80302
10462,ROYAL APPLIANCE MANUFACTURING COMPANY ,9/1/2019,'04-5722,HOUSEHOLD APPLIANCE STORES,No,Charlotte,NC,28262
10463,ROYAL ARCH REAL ESTATE,2/6/2018,'10-6500,REAL ESTATE,No,Boulder,CO,80301
10464,"ROYAL CREST DAIRY, INC",3/1/1989,'05-5963,HOME BASED & DIRECT SALES,No,DENVER,CO,80209
10465,ROYAL CUP INC,1/1/2001,'05-5999,MISC RETAIL STORES,No,DENVER,CO,80239
10466,ROYAL TEXTILE PROD CO INC,11/1/1993,'05-5999,MISC RETAIL STORES,No,Denver,CO,80204
10467,ROYAL THAI AMERICAS (2017) INC,7/1/2018,'10-8900,MISC SERVICES A,No,Calhoun,GA,30701
10468,ROYCE INDUSTRIES LLC,3/4/2008,'05-5999,MISC RETAIL STORES,No,LAKEWOOD,CO,80215
10469,RPV FUND 12 LLC,2/1/2019,'10-16294,EQUIP RENTAL & LEASING/ MISC,No,Houston,TX,77002
10470,RSL 00 Boys Hoover,6/1/2014,'10-7399,MISC BUSINESS SVCS,No,Glendale,AZ,85310
10471,RSM US LLP,1/1/2012,'10-16302,ACCOUNTING,No,DAVENPORT,IA,52801
10472,RSPORT,5/26/2018,'03-5600,APPAREL & ACCESSORY STORES,No,Lafayette,CO,80026
10473,RST,12/10/2019,'10-16271,MANAGEMENT SERVICES,No,Boulder,CO,80301
10474,RT DRYWALL SERVICES,4/21/2014,'09-1742,PLASTERING,No,Denver,CO,80219
10475,RT FRAMING LLC,2/1/2016,'09-1751,CARPENTRY,No,Denver,CO,80221
10476,SABA JAM,1/1/2019,'01-5400,FOOD STORES,No,Boulder,CO,80302
10477,SAVIO HOUSE ,9/1/2019,'10-8621,PROFESSIONAL ORGS,Yes,Denver,CO,80204
10478,SALEM DISTRIBUTING COMPANY INC,2/1/2014,'10-5049,EQUIPMENT & SUPPLIES ALL OTHER-WHLSL,No,Winston Salem,NC,27103
10479,SANMINA CORPORATION,1/1/2017,'10-3999,MANUFACTURING ALL OTHER,No,San Jose,CA,95134
10480,Red Fox,5/1/2016,'05-5399,MISC GEN MDSE STORES,No,Boulder,CO,80302
10481,SABIC INNOVATIVE PLASTICS US LLC,2/1/2008,'08-5211,LUMBER & OTHER BLDG MATS,No,PITTSFIELD,MA,01201-3662
10482,SAVON C'EST BON!,8/29/2018,'10-2840,"SOAPS, CLEANERS & TOILET GOODS",No,Lakewood,CO,80227
10483,SALESFORCE.COM INC,7/1/2018,'10-3572,COMPUTER STORAGE DEVICES-MFG,No,San Francisco,CA,94105
10484,SANTA FE AMBIANCE,1/1/1988,'05-5999,MISC RETAIL STORES,No,BOULDER,CO,80302
10485,SABINA JEWELRY ,7/5/2017,'10-3910,JEWELRY,No,Steamboat Springs,CO,80487
10486,"Red Idea, LLC",1/1/2012,'10-7389,BUSINESS SERVICES ALL OTHER,No,Boulder,CO,80301
10487,SAVORY CUISINES,6/14/2003,'02-5812,EATING PLACES,No,BOULDER,CO,80303
10488,"SALEWA USA, LLC",4/1/2007,'10-5091,SPORTING & RECREATIONAL GOODS-WHLSL,No,BOULDER,CO,80302
10489,"SANTA FE GLASS, INC",9/1/2007,'09-1793,GLASS/GLAZING,No,ENGLEWOOD,CO,80110
10490,SABRE GLBL INC,7/1/1996,'10-7699,MISC REPAIR SHOPS,No,FT WORTH,TX,76155
10491,"Redi-Relief First Aid & Safety, Inc",1/6/2016,'05-5399,MISC GEN MDSE STORES,No,Aurora,CO,80016
10492,SAVORY INSTITUTE ORG INC,7/28/2013,'10-8922,EDUCATIONAL/SCIENTIFIC,Yes,Boulder,CO,80302
10493,SALLIE R. & DAVID E. WARD,11/1/2016,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80305
10494,SANTA'S LITTLE HACKERS,12/21/2016,'10-8900,MISC SERVICES A,Yes,Westminster,CO,80031
10495,SACRED HEART OF JESUS,12/1/1970,'10-8661,RELIGIOUS ORGANIZATIONS,Yes,BOULDER,CO,80304
10496,"Reform Health and Rehab, LLC",1/1/1999,'10-8049,"OFFICES OF HEALTH PRACT, NEC",No,BOULDER,CO,80301
10497,"SAVORY SAIGON, LLC",4/7/2007,'02-5812,EATING PLACES,No,Superior,CO,80027
10498,SALLY A MOSER,9/5/2017,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80305
10499,SANTIAGO'S,9/10/2012,'02-5812,EATING PLACES,No,Boulder,CO,80302
